Date,Close/Last,Volume,Open,High,Low
09/26/2022,$136.37,30497020,$140.12,$142.24,$136.19
09/23/2022,$140.41,31710690,$141.42,$142.62,$138.89
09/22/2022,$142.82,34418520,$141.55,$144.58,$140.87
09/21/2022,$142.12,38338610,$146.39,$149.6,$142
09/20/2022,$146.09,23217350,$145.775,$148.84,$145.22
09/19/2022,$148.02,22169480,$145.235,$148.58,$145.1
09/16/2022,$146.29,40122820,$148.05,$148.58,$144.2935
09/15/2022,$149.55,34606350,$149.8,$154.1984,$148.7
09/14/2022,$151.47,43064200,$153.33,$153.54,$149.05
09/13/2022,$153.13,44444060,$161.54,$161.63,$152.67
09/12/2022,$168.96,23220410,$167.39,$171.39,$167.28
09/09/2022,$169.15,22129800,$163.248,$169.54,$163.02
09/08/2022,$162.06,22530790,$158.71,$162.23,$157.74
09/07/2022,$160.39,16831180,$157.76,$160.955,$156.81
09/06/2022,$158.54,19339780,$160.1,$161.69,$157.69
09/02/2022,$160.32,22634190,$167.45,$167.93,$159.22
09/01/2022,$165.36,30145680,$163.58,$167.3599,$160.345
08/31/2022,$162.93,40952980,$167.07,$167.84,$162.14
08/30/2022,$157.16,19567950,$160.355,$161.66,$155.91
08/29/2022,$159.17,20052660,$160.655,$163.05,$159.01
08/26/2022,$161.78,24023630,$168.48,$170.92,$161.6726
08/25/2022,$168.78,15550510,$165.18,$168.88,$164.02
08/24/2022,$163.26,20891480,$160.6,$165.46,$159.77
08/23/2022,$161.11,18111780,$162.48,$165.05,$160.7
08/22/2022,$163.05,19499710,$165.49,$165.49,$162.26
08/19/2022,$167.96,26240800,$170.2,$172.32,$167.05
08/18/2022,$174.66,18844450,$174.34,$175.76,$171.86
08/17/2022,$174.85,20118130,$176.76,$178.14,$174.17
08/16/2022,$179.47,21156710,$179.44,$180.99,$177.035
08/15/2022,$180.89,15878670,$178.96,$181.44,$178.2
08/12/2022,$180.5,21274050,$180.81,$181.4572,$178.911
08/11/2022,$177.49,24079060,$179.71,$183.1,$176.37
08/10/2022,$178.34,30262130,$175.99,$180.48,$173.95
08/09/2022,$168.53,18655060,$168.95,$169.53,$166.6
08/08/2022,$170.25,27299110,$168,$177.51,$167.13
08/05/2022,$167.11,25832700,$166.99,$171.612,$165.8
08/04/2022,$170.57,23938210,$168.295,$172.15,$166.8
08/03/2022,$168.8,31717530,$162.69,$169.54,$161.57
08/02/2022,$160.19,27374520,$158.31,$162.24,$158.01
08/01/2022,$159.93,40596700,$157.25,$165.19,$155.2301
07/29/2022,$159.1,42065400,$157.69,$160.14,$155.17
07/28/2022,$160.72,73214330,$161.06,$161.51,$154.85
07/27/2022,$169.58,43846560,$162.59,$170.87,$162.02
07/26/2022,$159.15,28468420,$165.94,$166,$157.95
07/25/2022,$166.65,26166330,$169,$170.57,$164.805
07/22/2022,$169.27,42583920,$173.07,$175.5995,$168.41
07/21/2022,$183.17,27195820,$180.63,$183.85,$178.87
07/20/2022,$183.09,24784270,$177.485,$183.6,$176.7
07/19/2022,$175.78,25933680,$170.37,$176.49,$169.51
07/18/2022,$167.23,23574340,$166.75,$171.685,$165.64
07/15/2022,$164.7,23342810,$160.54,$164.98,$159.82
07/14/2022,$158.05,23765170,$161.22,$162.59,$157.2801
07/13/2022,$163.49,16555140,$160.16,$164.98,$159.6127
07/12/2022,$163.27,16639660,$164.8,$165.9107,$162.1
07/11/2022,$162.88,21905130,$167.065,$167.49,$161.91
07/08/2022,$170.88,19249240,$169.98,$172.4,$168.1501
07/07/2022,$172.19,24083370,$169.45,$172.72,$167.78
07/06/2022,$169.77,23085920,$168.2,$171.59,$165.46
07/05/2022,$168.19,28664800,$158.14,$168.25,$157.02
07/01/2022,$160.03,31423930,$160.31,$160.62,$155
06/30/2022,$161.25,35250610,$162.15,$165.23,$158.49
06/29/2022,$163.94,28595240,$163.57,$166.33,$160.32
06/28/2022,$160.68,27788730,$169.9,$171.3,$160.61
06/27/2022,$169.49,29174560,$171.32,$171.75,$168.01
06/24/2022,$170.16,68736010,$161.725,$170.25,$161.3
06/23/2022,$158.75,40499200,$156.27,$159.75,$154.25
06/22/2022,$155.85,47596820,$158.38,$160.79,$155.44
06/21/2022,$157.05,50724900,$165.93,$167.76,$155.97
06/17/2022,$163.74,31374220,$161.68,$165.9,$159.9
06/16/2022,$160.87,26944140,$163.72,$165.08,$159.61
06/15/2022,$169.35,30008250,$167.2,$172.16,$163.975
06/14/2022,$163.73,27244270,$166.03,$166.75,$161.3601
06/13/2022,$164.26,31749300,$170.59,$172.575,$164.03
06/10/2022,$175.57,27478350,$183.04,$183.1,$175.02
06/09/2022,$184,23501580,$194.28,$199.45,$183.68
06/08/2022,$196.64,22267150,$194.67,$202.03,$194.41
06/07/2022,$195.65,18828690,$191.93,$196.53,$191.49
06/06/2022,$194.25,30574240,$193.99,$196.92,$188.4
06/03/2022,$190.78,19464990,$195.98,$196.61,$189.78
06/02/2022,$198.86,31951580,$188.45,$200.935,$187.73
06/01/2022,$188.64,36623500,$196.51,$199.53,$185
05/31/2022,$193.64,26131100,$194.885,$197.6,$192.01
05/27/2022,$195.13,22562730,$191.36,$195.3329,$189.8
05/26/2022,$191.63,23056460,$182.878,$192.8301,$182.26
05/25/2022,$183.83,28030190,$180.4,$185.45,$179.32
05/24/2022,$181.28,50406270,$180.55,$183.6759,$176.11
05/23/2022,$196.23,25059160,$195.19,$196.9924,$191.24
05/20/2022,$193.54,31465570,$194.97,$197.91,$187.87
05/19/2022,$191.29,24446940,$191.2,$195.29,$189.6
05/18/2022,$192.24,23959970,$200,$201,$191.63
05/17/2022,$202.62,24872730,$202.115,$205.46,$198.36
05/16/2022,$200.04,27112600,$197.05,$205.37,$195.93
05/13/2022,$198.62,24549840,$192.58,$199.89,$191.28
05/12/2022,$191.24,38262230,$187.055,$198.05,$184.78
05/11/2022,$188.74,31153380,$196.325,$200.6742,$188.27
05/10/2022,$197.65,34452490,$199.51,$202.96,$194.19
05/09/2022,$196.21,36303200,$199.84,$202.57,$195.58
05/06/2022,$203.77,34747160,$207.34,$209.38,$201.02
05/05/2022,$208.28,41129190,$218.74,$220.17,$206.16
05/04/2022,$223.41,41375880,$210.65,$224.3,$206.96
05/03/2022,$212.03,41556270,$210.45,$214.8999,$208.09
05/02/2022,$211.13,49915290,$201.165,$211.88,$200.99
04/29/2022,$200.47,49193430,$204.46,$212.48,$199.9
04/28/2022,$205.73,100890600,$202.92,$208.53,$192.9
04/27/2022,$174.95,71062890,$174.43,$181.2099,$169
04/26/2022,$180.95,31747430,$186.63,$187.185,$179.5
04/25/2022,$186.99,29281060,$182.73,$187.18,$181.655
04/22/2022,$184.11,36426770,$190.37,$192.72,$183.27
04/21/2022,$188.07,49954080,$201.6,$202.965,$185.58
04/20/2022,$200.42,43036530,$213.605,$214.16,$198.92
04/19/2022,$217.31,20089870,$210.52,$218.4299,$209
04/18/2022,$210.77,16580790,$210,$213.38,$208.3
04/14/2022,$210.18,18379460,$214.89,$214.99,$210
04/13/2022,$214.99,19231820,$211.82,$216.61,$211.33
04/12/2022,$214.14,20128830,$220.235,$222.03,$213.13
04/11/2022,$216.46,20516590,$218.42,$220.61,$215.2198
04/08/2022,$222.33,18375710,$222.38,$225.13,$220.0283
04/07/2022,$222.95,21037190,$223.93,$225.52,$218.56
04/06/2022,$223.3,28995080,$226.91,$228.9899,$221.405
04/05/2022,$231.84,29727180,$234.08,$236.86,$231.02
04/04/2022,$233.89,28100830,$225.98,$234.351,$225.86
04/01/2022,$224.85,19544760,$224.55,$227.28,$222.7
03/31/2022,$222.36,24192270,$228.45,$228.49,$222.26
03/30/2022,$227.85,25588050,$228.91,$231.151,$226.71
03/29/2022,$229.86,31417860,$226.07,$230.89,$225.29
03/28/2022,$223.59,26224140,$222.13,$224.04,$219.54
03/25/2022,$221.82,40039030,$220.51,$225.5,$218.8901
03/24/2022,$219.57,31502310,$215,$220.67,$214.79
03/23/2022,$213.46,23717320,$213.33,$216.7988,$212.16
03/22/2022,$216.65,31998800,$211.37,$219.46,$210.18
03/21/2022,$211.49,30142340,$214.5,$214.71,$207.63
03/18/2022,$216.49,52127980,$206.7,$216.8,$206
03/17/2022,$207.84,29499680,$201.7,$208.04,$201.11
03/16/2022,$203.63,40640260,$194.7,$203.73,$194.52
03/15/2022,$192.03,31721680,$190.8,$192.28,$185.911
03/14/2022,$186.63,31010460,$187.03,$192.29,$185.82
03/11/2022,$187.61,34694530,$192.635,$193.56,$186.67
03/10/2022,$195.21,24852980,$194.84,$196.28,$191.068
03/09/2022,$198.5,31894700,$195.74,$199.1,$193.92
03/08/2022,$190.29,37508150,$187.85,$196.7,$186.11
03/07/2022,$187.47,38560610,$200.79,$200.89,$187.28
03/04/2022,$200.06,32146260,$202.37,$205.89,$198.79
03/03/2022,$202.97,27263520,$209.015,$209.08,$201.42
03/02/2022,$208.11,29452150,$204.775,$209.15,$202.02
03/01/2022,$203.49,27094900,$209.87,$211.7517,$202.22
02/28/2022,$211.03,34239800,$207.675,$213.1508,$206.83
02/25/2022,$210.48,37627550,$204.94,$211.32,$203.18
02/24/2022,$207.6,49957170,$191.06,$208.35,$190.22
02/23/2022,$198.45,44481360,$204.16,$206.94,$198.05
02/22/2022,$202.08,39852390,$202.34,$207.48,$200.06
02/18/2022,$206.16,37128440,$209.39,$210.75,$205.18
02/17/2022,$207.71,38747530,$214.02,$217.5,$207.1601
02/16/2022,$216.54,45817460,$212.41,$217.46,$212.36
02/15/2022,$221,42685470,$220.47,$221.15,$215.06
02/14/2022,$217.7,38184040,$219.31,$221,$214.78
02/11/2022,$219.55,46156940,$228.46,$230.42,$218.7701
02/10/2022,$228.07,49310360,$228.27,$235,$226.7
02/09/2022,$232,86563280,$224.2,$233.37,$222.21
02/08/2022,$220.18,94729670,$220.85,$225.77,$216.15
02/07/2022,$224.91,88613830,$237.7,$238.3,$224.01
02/04/2022,$237.09,89342250,$234.97,$242.6099,$230.11
02/03/2022,$237.76,188119900,$244.645,$248,$235.745
02/02/2022,$323,58458280,$327.82,$328,$316.8747
02/01/2022,$319,18023800,$314.555,$319.6598,$312.12
01/31/2022,$313.26,21579470,$300.68,$313.79,$299.32
01/28/2022,$301.71,21871620,$295.6204,$301.9,$293.0333
01/27/2022,$294.64,21629920,$297.752,$301.709,$294.26
01/26/2022,$294.63,28348800,$307.01,$307.51,$290.85
01/25/2022,$300.15,25108450,$299.95,$306.23,$297.58
01/24/2022,$308.71,38936900,$297.84,$309.53,$289.01
01/21/2022,$303.17,28710720,$314.81,$318.31,$303.04
01/20/2022,$316.56,16925030,$323.9,$327.82,$315.98
01/19/2022,$319.59,20814740,$319.582,$327.1,$319.33
01/18/2022,$318.15,22677330,$323.29,$324.21,$317.64
01/14/2022,$331.9,16868500,$321.79,$332.73,$321.21
01/13/2022,$326.48,14797110,$334.98,$335.63,$325.76
01/12/2022,$333.26,14104860,$335.18,$336.365,$330.03
01/11/2022,$334.37,16226850,$326.78,$334.63,$325.28
01/10/2022,$328.07,24942380,$325.31,$328.34,$315.43
01/07/2022,$331.79,14722020,$332.74,$337,$328.8801
01/06/2022,$332.46,27962810,$322.82,$339.165,$322.72
01/05/2022,$324.17,20564520,$333.02,$335.76,$323.84
01/04/2022,$336.53,15997970,$339.95,$343.0854,$331.8711
01/03/2022,$338.54,14562850,$338.295,$341.0816,$337.19
12/31/2021,$336.35,12870480,$343.015,$343.44,$336.27
12/30/2021,$344.36,10593350,$344,$347.23,$343.22
12/29/2021,$342.94,10747010,$346.91,$349.6899,$341.6401
12/28/2021,$346.22,16637610,$346.63,$352.71,$345.2
12/27/2021,$346.18,17795030,$338.845,$347.87,$338.01
12/23/2021,$335.24,13987700,$330.1,$336.67,$328.36
12/22/2021,$330.45,16764570,$333.8,$334.51,$328.26
12/21/2021,$334.2,16116780,$326.41,$336,$323.75
12/20/2021,$325.45,17901780,$329.775,$329.9,$322.53
